Scheme Name	Net Asset Value
NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option	11.7545
NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option	17.0959
	
	
	
PGIM India Corporate Bond Fund - Annual Dividend	10.5822
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend	16.0882
PGIM India Corporate Bond Fund - Direct Plan - Growth	41.6263
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend	14.9818
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend	12.939
PGIM India Corporate Bond Fund - Growth	37.8331
PGIM India Corporate Bond Fund - Monthly Dividend	12.9559
PGIM India Corporate Bond Fund - Premium Plus Plan - Growth	21.588
PGIM India Corporate Bond Fund - Quarterly Dividend	11.4348
PGIM India Premier Bond Fund - Annual Bonus	24.9334
PGIM India Premier Bond Fund - Bonus	15.2260
PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus	13.2164
PGIM India Premier Bond Fund - Half-Yearly Bonus	13.5688
	
	
	
SBI Corporate Bond Fund - Direct Plan - Growth	13.8271
SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	13.0513
SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	13.4418
SBI Corporate Bond Fund - Regular Plan - Growth	13.5240
SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	12.7641
SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	13.1401
	
	
	
Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	12.3327
Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)	16.3088
Sundaram Corporate Bond Fund Direct Plan - Growth	36.0342
Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)	16.2147
Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	16.2294
Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)	17.9743
Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)	15.8749
Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)	16.1494
Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	15.3929
Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)	17.4958
Sundaram Corporate Bond Fund Regular Plan- Growth	34.9851
	
	
	
Tata Corporate Bond Fund-Direct Plan-Growth	10.9075
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout	10.9075
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment	10.9075
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout	10.9075
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment	10.9075
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout	10.9075
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment	10.9075
Tata Corporate Bond Fund-Regular Plan-Growth	10.7852
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout	10.7852
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment	10.7852
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout	10.7852
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment	10.7852
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout	10.7852
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment	10.7852
	
	
	
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH	1049.7201
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW	1050.135
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH	1046.7719
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW	1046.7537
	
	
	
Union Corporate Bond Fund - Direct Plan - Growth Option	13.5297
Union Corporate Bond Fund - Direct Plan - IDCW Option	13.5297
Union Corporate Bond Fund - Regular Plan - Growth Option	13.2993
Union Corporate Bond Fund - Regular Plan - IDCW Option	13.2993
	
	
	
UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option	6.8146
UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option	7.3484
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW	1.504
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW	1.4941
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW	1.4429
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW	2.3467
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW	1.4416
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW	1.4408
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW	1.4131
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW	1.8744
UTI Corporate Bond Fund - Direct Plan - Annual IDCW	12.5596
UTI Corporate Bond Fund - Direct Plan - Flexi IDCW	12.7937
UTI Corporate Bond Fund - Direct Plan - Growth Option	14.5155
UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW	12.4031
UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW	12.6952
UTI Corporate Bond Fund - Regular Plan - Annual IDCW	12.3404
UTI Corporate Bond Fund - Regular Plan - Flexi IDCW	12.5741
UTI Corporate Bond Fund - Regular Plan - Growth Option	14.2798
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW	12.0654
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW	12.4171
	
	
	
	
	
Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW	12.0272
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus	19.4959
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth	19.4968
Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW	11.1346
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus	17.7004
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth	18.0673
	
	
	
Axis Credit Risk Fund - Direct Plan - Growth	20.5820
Axis Credit Risk Fund - Direct Plan - Monthly IDCW	10.0812
Axis Credit Risk Fund - Direct Plan - Weekly IDCW	10.2922
Axis Credit Risk Fund - Regular Plan - Growth	18.6438
Axis Credit Risk Fund - Regular Plan - Monthly IDCW	10.0685
Axis Credit Risk Fund - Regular Plan - Weekly IDCW	10.1659
	
	
	
BANDHAN CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW	10.4517
BANDHAN Credit Risk Fund - Regular Plan Annual IDCW	10.4056
BANDHAN Credit Risk Fund - Regular Plan Growth	14.4964
BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW	9.9992
BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW	11.2571
BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW	10.3077
BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW	10.5115
BANDHAN Credit Risk Fund-Direct Plan-Growth	15.4640
BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW	11.3184
BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW	10.4618
	
	
	
BANK OF INDIA Credit Risk  Fund - Direct Plan	11.1941
BANK OF INDIA Credit Risk Fund - Regular Plan	10.9927
	
	
	
Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW	13.9983
Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW	12.5322
Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option	20.9526
Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option	19.3012
Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW	11.2922
Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW	11.7155
Baroda BNP Paribas Credit Risk Fund- Direct - Bonus Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Direct- Monthly IDCW Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Bonus Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Monthly IDCW Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund- Regular- Quarterly IDCW Option- Segregated Portfolio- 1	0
Baroda BNP Paribas Credit Risk Fund-Direct- Quarterly IDCW Option- Segregated Portfolio- 1	0
	
	
	
DSP Credit Risk Fund - Direct Plan -  IDCW - Monthly	10.7533
DSP Credit Risk Fund - Direct Plan - Growth	38.3201
DSP Credit Risk Fund - Direct Plan - IDCW	12.0331
DSP Credit Risk Fund - Direct Plan - IDCW - Daily	10.2505
DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly 	11.0152
DSP Credit Risk Fund - Direct Plan - IDCW - Weekly	10.2576
DSP Credit Risk Fund - Regular Plan - IDCW	11.9424
DSP Credit Risk Fund - Regular Plan - IDCW - Daily	10.2505
DSP Credit Risk Fund - Regular Plan - IDCW - Monthly	10.6956
DSP Credit Risk Fund - Regular Plan - IDCW - Quarterly 	10.9158
DSP Credit Risk Fund - Regular Plan - IDCW - Weekly	10.2568
DSP Credit Risk Fund - Regular Plan -Growth	35.5778
	
	
	
Franklin India Credit Risk Fund - Direct - Growth	25.5650
Franklin India Credit Risk Fund - Direct - IDCW 	14.0105
Franklin India Credit Risk Fund - Growth	25.3348
Franklin India Credit Risk Fund - IDCW 	13.5858
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan	0.0000
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan	0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW	0.0000
Franklin India Credit Risk Fund-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW	0.0000
Franklin India Credit Risk Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW	0.0000
	
	
	
HDFC Credit Risk Debt Fund - Growth Option	20.9639
HDFC Credit Risk Debt Fund - Growth Option - Direct Plan	22.4143
HDFC Credit Risk Debt Fund - IDCW Option	19.304
HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan	19.6484
HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan	10.4993
HDFC Credit Risk Debt Fund - Quarterly IDCW Option	10.1867
	
	
	
HSBC Credit Risk Fund - Direct Annual IDCW	12.7397
HSBC Credit Risk Fund - Direct Growth	27.1616
HSBC Credit Risk Fund - Direct IDCW	11.1041
HSBC Credit Risk Fund - Regular Annual IDCW	12.0027
HSBC Credit Risk Fund - Regular Growth	25.4055
HSBC Credit Risk Fund - Regular IDCW	10.2956
HSBC Credit Risk Fund- Regular Plan - Bonus	24.9991
	
	
	
ICICI Prudential Credit Risk Fund - Annual IDCW	10.3035
ICICI Prudential Credit Risk Fund - Bonus	15.7498
ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW	10.4846
ICICI Prudential Credit Risk Fund - Direct Plan - Growth	29.8551
ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW	10.9750
ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW	11.5315
ICICI Prudential Credit Risk Fund - Direct Plan Bonus	14.6853
ICICI Prudential Credit Risk Fund - Growth	27.4056
ICICI Prudential Credit Risk Fund - Half Yearly IDCW	10.5892
ICICI Prudential Credit Risk Fund - Quarterly IDCW	10.8938
	
	
	
Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	1805.0627
Invesco India Credit Risk Fund - Direct Plan - Growth	1791.6889
Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1178.0536
Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment)	1641.0825
Invesco India Credit Risk Fund - Regular Plan - Growth	1641.5939
Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment)	1205.6211
	
	
	
Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option	21.3348
Kotak Credit Risk Fund - Growth	25.666
Kotak Credit Risk Fund - Growth - Direct	28.4049
Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option	11.1618
	
	
	
Nippon India Credit Risk Fund  - Growth Plan	30.2995
Nippon India Credit Risk Fund  - Institutional Growth Plan	31.6069
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option	0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option	0.0000
Nippon India Credit Risk Fund - Direct Plan - Growth Plan	32.9052
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option	17.8158
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option	13.3282
NIPPON INDIA CREDIT RISK FUND - IDCW Option	16.6215
NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option	12.7729
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan	0.5342
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option	0.2893
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option	0.2477
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan	0.5036
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option	0.2763
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan	0.4333
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option	0.2405
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan	0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan	0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan	0.0000
	
	
	
SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	13.4683
SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	19.7550
SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH	42.4503
SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	13.1599
SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH	39.7611
SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	17.9753
	
	
	
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct  Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Flexi  Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Flexi  Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Annual Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Flexi Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Growth Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Half Yearly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Monthly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Quarterly Dividend Option	0
UTI - Credit Risk Fund (Segregated - 17022020) - Direct Plan - Growth Option	2.6874
UTI - Credit Risk Fund (Segregated - 17022020) - Regular Plan - Growth Option	2.4018
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Annual IDCW	1.7437
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Flexi IDCW	1.7035
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Half-Yearly IDCW	1.7067
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Monthly IDCW	1.6036
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Quarterly IDCW	1.8964
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Annual IDCW	1.6027
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Flexi IDCW	1.559
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Half-Yearly IDCW	1.6108
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Monthly IDCW	1.4422
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Quarterly IDCW	1.706
UTI Credit Risk Fund  - Regular Plan - Growth Option	14.9787
UTI Credit Risk Fund - Direct Plan - Annual IDCW	10.8525
UTI Credit Risk Fund - Direct Plan - Flexi IDCW	10.6155
UTI Credit Risk Fund - Direct Plan - Growth Option	16.7244
UTI Credit Risk Fund - Direct Plan - Half-Yearly IDCW	10.6533
UTI Credit Risk Fund - Direct Plan - Monthly IDCW	9.9826
UTI Credit Risk Fund - Direct Plan - Quarterly IDCW	11.8016
UTI Credit Risk Fund - Regular Plan - Annual IDCW	9.995
UTI Credit Risk Fund - Regular Plan - Flexi IDCW	9.7236
UTI Credit Risk Fund - Regular Plan - Half-Yearly IDCW	10.0482
UTI Credit Risk Fund - Regular Plan - Monthly IDCW	8.9949
UTI Credit Risk Fund - Regular Plan - Quarterly IDCW	10.6396
	
	
	
	
	
360 ONE Dynamic Bond Fund - Regular Plan - Growth Option	19.2678
360 ONE Dynamic Bond Fund Direct Plan Growth	20.2392
360 ONE Dynamic Bond Fund Direct Plan Monthly Dividend	12.7695
360 ONE Dynamic Bond Fund Direct Plan Quarterly Dividend	18.6800
360 ONE Dynamic Bond Fund Regular Plan Bonus	19.2678
360 ONE Dynamic Bond Fund Regular Plan Half Yearly Dividend	18.5934
360 ONE Dynamic Bond Fund Regular Plan Monthly Dividend	11.9614
360 ONE Dynamic Bond Fund Regular Plan Quarterly Dividend	18.5935
